Iter  Part  GoF  Model_Output  
109  25   3.6833766E-01   3.6833766E-01  
109  26   3.2341764E+00   3.2341764E+00  
109  27   3.4843696E-01   3.4843696E-01  
109  28   1.1568417E+01   1.1568417E+01  
109  29   3.5077044E-01   3.5077044E-01  
109  30   3.3539089E-01   3.3539089E-01  
109  31   4.0301288E-01   4.0301288E-01  
109  32   8.8435641E+00   8.8435641E+00  
109  33   2.8279626E-01   2.8279626E-01  
109  34   3.7505466E-01   3.7505466E-01  
109  35   1.0132154E+01   1.0132154E+01  
109  36   1.0456094E+01   1.0456094E+01  
109  37   3.2597193E-01   3.2597193E-01  
109  38   9.5453952E+00   9.5453952E+00  
109  39   4.5174675E-01   4.5174675E-01  
109  40   2.1016844E+00   2.1016844E+00  
110  1   3.0870254E-01   3.0870254E-01  
110  2   3.9813025E-01   3.9813025E-01  
110  3   1.1475693E+01   1.1475693E+01  
110  4   2.7226051E-01   2.7226051E-01  
110  5   6.0044398E+00   6.0044398E+00  
110  6   2.7386953E-01   2.7386953E-01  
110  7   2.8497698E-01   2.8497698E-01  
110  8   8.7259130E+00   8.7259130E+00  
110  9   8.1325352E+00   8.1325352E+00  
110  10   3.4741554E+00   3.4741554E+00  
110  11   3.5622844E+00   3.5622844E+00  
110  12   5.1607108E-01   5.1607108E-01  
110  13   3.6654402E-01   3.6654402E-01  
110  14   1.5751353E+01   1.5751353E+01  
110  15   4.0294199E-01   4.0294199E-01  
110  16   3.4713868E-01   3.4713868E-01  
110  17   4.7558796E-01   4.7558796E-01  
110  18   3.5603158E-01   3.5603158E-01  
110  19   4.7223440E+00   4.7223440E+00  
110  20   1.0396687E+01   1.0396687E+01  
110  21   3.5320576E-01   3.5320576E-01  
110  22   3.1020682E-01   3.1020682E-01  
110  23   3.9775163E+00   3.9775163E+00  
110  24   7.3520717E+00   7.3520717E+00  
110  25   4.1459386E-01   4.1459386E-01  
110  26   3.6849172E+00   3.6849172E+00  
110  27   3.1716604E-01   3.1716604E-01  
110  28   9.9368034E+00   9.9368034E+00  
110  29   4.0500395E-01   4.0500395E-01  
110  30   3.1548595E-01   3.1548595E-01  
110  31   4.0651421E-01   4.0651421E-01  
110  32   7.0432025E+00   7.0432025E+00  
110  33   3.3624752E-01   3.3624752E-01  
110  34   4.6722199E-01   4.6722199E-01  
110  35   6.0963971E+00   6.0963971E+00  
110  36   2.0736081E+01   2.0736081E+01  
110  37   2.7220145E-01   2.7220145E-01  
110  38   1.0326491E+01   1.0326491E+01  
110  39   4.1200584E-01   4.1200584E-01  
110  40   1.9949255E+00   1.9949255E+00  
111  1   2.9146281E-01   2.9146281E-01  
111  2   3.6477408E-01   3.6477408E-01  
111  3   3.3324285E+00   3.3324285E+00  
111  4   2.8139111E-01   2.8139111E-01  
111  5   3.6562347E+00   3.6562347E+00  
111  6   3.1020682E-01   3.1020682E-01  
111  7   2.7386953E-01   2.7386953E-01  
111  8   4.7044495E+00   4.7044495E+00  
111  9   1.1907537E+01   1.1907537E+01  
111  10   7.8115697E+00   7.8115697E+00  
111  11   9.0993528E+00   9.0993528E+00  
111  12   4.8251441E-01   4.8251441E-01  
111  13   3.2561147E-01   3.2561147E-01  
111  14   1.5635562E+02   1.5635562E+02  
111  15   5.9086086E-01   5.9086086E-01  
111  16   4.3942965E-01   4.3942965E-01  
111  17   5.1908736E-01   5.1908736E-01  
111  18   3.2873500E-01   3.2873500E-01  
111  19   9.1018394E+00   9.1018394E+00  
111  20   1.3659788E+01   1.3659788E+01  
111  21   4.1875917E-01   4.1875917E-01  
111  22   3.1020682E-01   3.1020682E-01  
111  23   4.3132777E+00   4.3132777E+00  
111  24   1.0383785E+01   1.0383785E+01  
111  25   3.8344636E-01   3.8344636E-01  
111  26   8.3093582E+00   8.3093582E+00  
111  27   3.2283751E-01   3.2283751E-01  
111  28   8.8998641E+00   8.8998641E+00  
111  29   4.3932611E-01   4.3932611E-01  
111  30   3.1265117E-01   3.1265117E-01  
111  31   3.6443525E-01   3.6443525E-01  
111  32   3.7796001E+00   3.7796001E+00  
111  33   3.4243670E-01   3.4243670E-01  
111  34   5.7025657E-01   5.7025657E-01  
111  35   1.5513086E+01   1.5513086E+01  
111  36   1.8588460E+01   1.8588460E+01  
111  37   2.7788151E-01   2.7788151E-01  
111  38   7.0940245E+00   7.0940245E+00  
111  39   3.9189430E-01   3.9189430E-01  
111  40   2.7588499E+00   2.7588499E+00  
112  1   3.8081666E-01   3.8081666E-01  
112  2   3.4990038E-01   3.4990038E-01  
112  3   4.7118279E+00   4.7118279E+00  
112  4   2.8942199E-01   2.8942199E-01  
112  5   7.3774567E+00   7.3774567E+00  
112  6   2.9464369E-01   2.9464369E-01  
112  7   2.7386953E-01   2.7386953E-01  
112  8   4.5431669E+00   4.5431669E+00  
112  9   3.2691820E+00   3.2691820E+00  
112  10   1.0723518E+01   1.0723518E+01  
112  11   7.6268401E+00   7.6268401E+00  
112  12   4.7855983E-01   4.7855983E-01  
112  13   4.0282898E-01   4.0282898E-01  
112  14   1.5635562E+02   1.5635562E+02  
112  15   5.6030509E-01   5.6030509E-01  
112  16   5.1160227E-01   5.1160227E-01  
112  17   5.1494935E-01   5.1494935E-01  
112  18   3.3096644E-01   3.3096644E-01  
112  19   1.0420628E+01   1.0420628E+01  
112  20   4.9249155E+00   4.9249155E+00  
112  21   3.5884997E-01   3.5884997E-01  
112  22   3.1020682E-01   3.1020682E-01  
112  23   9.1013485E+01   9.1013485E+01  
112  24   3.4896975E+00   3.4896975E+00  
112  25   3.3563337E-01   3.3563337E-01  
112  26   7.6649402E+00   7.6649402E+00  
112  27   3.1015700E-01   3.1015700E-01  
112  28   9.1413060E+00   9.1413060E+00  
112  29   3.3804301E-01   3.3804301E-01  
112  30   3.4261469E-01   3.4261469E-01  
112  31   6.6906650E-01   6.6906650E-01  
112  32   1.5635562E+02   1.5635562E+02  
112  33   3.5044785E-01   3.5044785E-01  
112  34   6.3662431E-01   6.3662431E-01  
112  35   2.3237499E+01   2.3237499E+01  
112  36   5.2658366E+00   5.2658366E+00  
112  37   2.8942199E-01   2.8942199E-01  
112  38   8.5473010E+00   8.5473010E+00  
112  39   3.8024899E-01   3.8024899E-01  
112  40   3.1151262E+00   3.1151262E+00  
113  1   3.8325983E-01   3.8325983E-01  
113  2   3.7517579E-01   3.7517579E-01  
113  3   6.4513751E+00   6.4513751E+00  
113  4   2.8942199E-01   2.8942199E-01  
113  5   5.2703585E+00   5.2703585E+00  
113  6   2.9464369E-01   2.9464369E-01  
113  7   2.7386953E-01   2.7386953E-01  
113  8   8.7920123E+01   8.7920123E+01  
113  9   1.5635562E+02   1.5635562E+02  
113  10   1.4031743E+01   1.4031743E+01  
113  11   7.1560356E+00   7.1560356E+00  
113  12   3.9417779E-01   3.9417779E-01  
113  13   4.1718857E-01   4.1718857E-01  
113  14   1.5635562E+02   1.5635562E+02  
113  15   4.6306216E-01   4.6306216E-01  
113  16   3.6679292E-01   3.6679292E-01  
113  17   3.2943433E-01   3.2943433E-01  
113  18   3.4377890E-01   3.4377890E-01  
113  19   8.0140606E+00   8.0140606E+00  
113  20   9.4911088E+00   9.4911088E+00  
113  21   3.5817305E-01   3.5817305E-01  
113  22   2.9464369E-01   2.9464369E-01  
113  23   1.6271351E+01   1.6271351E+01  
113  24   7.5875329E+00   7.5875329E+00  
113  25   3.6043060E-01   3.6043060E-01  
113  26   4.4649879E+00   4.4649879E+00  
113  27   2.9464369E-01   2.9464369E-01  
113  28   3.8212990E+00   3.8212990E+00  
113  29   3.8536144E-01   3.8536144E-01  
113  30   3.3726347E-01   3.3726347E-01  
113  31   5.5283100E-01   5.5283100E-01  
113  32   2.6880051E+00   2.6880051E+00  
113  33   3.6044042E-01   3.6044042E-01  
113  34   5.6313289E-01   5.6313289E-01  
113  35   5.4152260E+00   5.4152260E+00  
113  36   8.7920123E+01   8.7920123E+01  
113  37   3.3045176E-01   3.3045176E-01  
113  38   7.1248141E+00   7.1248141E+00  
113  39   4.7733887E-01   4.7733887E-01  
113  40   2.1782413E+00   2.1782413E+00  
114  1   3.4215602E-01   3.4215602E-01  
114  2   3.4852410E-01   3.4852410E-01  
114  3   1.7095928E+01   1.7095928E+01  
114  4   2.8942199E-01   2.8942199E-01  
114  5   4.5234621E+00   4.5234621E+00  
114  6   2.7386953E-01   2.7386953E-01  
114  7   2.7386953E-01   2.7386953E-01  
114  8   1.5635562E+02   1.5635562E+02  
114  9   1.5635562E+02   1.5635562E+02  
114  10   2.0855427E+01   2.0855427E+01  
114  11   4.9082728E+00   4.9082728E+00  
114  12   3.7332532E-01   3.7332532E-01  
114  13   3.2181828E-01   3.2181828E-01  
114  14   7.0788129E+00   7.0788129E+00  
114  15   4.3457387E-01   4.3457387E-01  
114  16   3.8786729E-01   3.8786729E-01  
114  17   3.3316572E-01   3.3316572E-01  
114  18   3.6569700E-01   3.6569700E-01  
114  19   4.4296979E+00   4.4296979E+00  
114  20   9.4280539E+00   9.4280539E+00  
114  21   4.1958005E-01   4.1958005E-01  
114  22   2.8697786E-01   2.8697786E-01  
114  23   5.1928060E+00   5.1928060E+00  
114  24   8.0081446E+00   8.0081446E+00  
114  25   4.1324151E-01   4.1324151E-01  
114  26   3.1897242E+00   3.1897242E+00  
114  27   2.8697786E-01   2.8697786E-01  
114  28   1.5606083E+01   1.5606083E+01  
114  29   4.1841310E-01   4.1841310E-01  
114  30   3.3996658E-01   3.3996658E-01  
114  31   4.2763094E-01   4.2763094E-01  
114  32   3.7114912E+00   3.7114912E+00  
114  33   3.1020682E-01   3.1020682E-01  
114  34   6.9143308E-01   6.9143308E-01  
114  35   1.5635562E+02   1.5635562E+02  
114  36   1.5635562E+02   1.5635562E+02  
114  37   3.7117487E-01   3.7117487E-01  
114  38   6.5517947E+00   6.5517947E+00  
114  39   4.5451092E-01   4.5451092E-01  
114  40   5.8708029E-01   5.8708029E-01  
115  1   3.4662295E-01   3.4662295E-01  
115  2   3.7097807E-01   3.7097807E-01  
115  3   1.5972131E+01   1.5972131E+01  
115  4   2.8942199E-01   2.8942199E-01  
115  5   5.8096920E+00   5.8096920E+00  
115  6   2.7386953E-01   2.7386953E-01  
115  7   2.7386953E-01   2.7386953E-01  
115  8   1.5635562E+02   1.5635562E+02  
115  9   8.7918244E+01   8.7918244E+01  
115  10   2.2787194E+01   2.2787194E+01  
115  11   3.3435141E+00   3.3435141E+00  
115  12   3.8241746E-01   3.8241746E-01  
115  13   3.0552151E-01   3.0552151E-01  
115  14   1.5635562E+02   1.5635562E+02  
115  15   3.7798118E-01   3.7798118E-01  
115  16   3.3882986E-01   3.3882986E-01  
115  17   4.1757305E-01   4.1757305E-01  
115  18   3.2897351E-01   3.2897351E-01  
115  19   3.6839925E+00   3.6839925E+00  
115  20   1.2737496E+01   1.2737496E+01  
115  21   3.4908908E-01   3.4908908E-01  
115  22   3.0315837E-01   3.0315837E-01  
115  23   7.9893911E+01   7.9893911E+01  
115  24   8.7918728E+01   8.7918728E+01  
115  25   3.7638639E-01   3.7638639E-01  
115  26   8.7291665E+00   8.7291665E+00  
115  27   2.8139111E-01   2.8139111E-01  
115  28   4.1003075E+01   4.1003075E+01  
115  29   4.0558546E-01   4.0558546E-01  
115  30   3.1265117E-01   3.1265117E-01  
115  31   3.8945657E-01   3.8945657E-01  
115  32   4.1328345E+00   4.1328345E+00  
115  33   3.4893842E-01   3.4893842E-01  
115  34   8.2195628E-01   8.2195628E-01  
115  35   4.6954965E+00   4.6954965E+00  
115  36   1.5635562E+02   1.5635562E+02  
115  37   3.4779013E-01   3.4779013E-01  
115  38   7.3598609E+00   7.3598609E+00  
115  39   4.6534807E-01   4.6534807E-01  
115  40   1.4195990E+00   1.4195990E+00  
116  1   3.0528373E-01   3.0528373E-01  
116  2   3.1015700E-01   3.1015700E-01  
116  3   5.7461508E+00   5.7461508E+00  
116  4   2.7226051E-01   2.7226051E-01  
116  5   1.5635562E+02   1.5635562E+02  
116  6   2.7220145E-01   2.7220145E-01  
116  7   2.7386953E-01   2.7386953E-01  
116  8   1.4208782E+01   1.4208782E+01  
116  9   4.9849041E+00   4.9849041E+00  
116  10   1.3425702E+01   1.3425702E+01  
116  11   3.2852835E+00   3.2852835E+00  
116  12   3.9189430E-01   3.9189430E-01  
116  13   3.4722655E-01   3.4722655E-01  
116  14   1.5635562E+02   1.5635562E+02  
116  15   4.1737566E-01   4.1737566E-01  
116  16   3.7603163E-01   3.7603163E-01  
116  17   3.6970308E-01   3.6970308E-01  
116  18   3.7274492E-01   3.7274492E-01  
116  19   3.9985721E+00   3.9985721E+00  
116  20   3.8423959E+00   3.8423959E+00  
116  21   3.3891066E-01   3.3891066E-01  
116  22   3.0315837E-01   3.0315837E-01  
116  23   4.4413555E+01   4.4413555E+01  
116  24   6.9875798E+00   6.9875798E+00  
116  25   3.4662295E-01   3.4662295E-01  
116  26   5.7588430E+00   5.7588430E+00  
116  27   3.0422925E-01   3.0422925E-01  
116  28   1.2482893E+01   1.2482893E+01  
116  29   3.3496556E-01   3.3496556E-01  
116  30   3.1020682E-01   3.1020682E-01  
116  31   3.4392049E-01   3.4392049E-01  
116  32   1.8306511E+02   1.8306511E+02  
116  33   3.4657097E-01   3.4657097E-01  
116  34   6.4716284E-01   6.4716284E-01  
116  35   1.3169688E+01   1.3169688E+01  
116  36   1.5635562E+02   1.5635562E+02  
116  37   3.4702151E-01   3.4702151E-01  
116  38   5.0095757E+00   5.0095757E+00  
116  39   3.8800774E-01   3.8800774E-01  
116  40   6.7734558E-01   6.7734558E-01  
117  1   3.0528373E-01   3.0528373E-01  
117  2   2.9464369E-01   2.9464369E-01  
117  3   8.0054470E+00   8.0054470E+00  
117  4   2.8422063E-01   2.8422063E-01  
117  5   1.5635562E+02   1.5635562E+02  
117  6   2.9017075E-01   2.9017075E-01  
117  7   2.7220145E-01   2.7220145E-01  
117  8   3.3887836E+00   3.3887836E+00  
117  9   3.4228570E+00   3.4228570E+00  
117  10   1.0927276E+01   1.0927276E+01  
117  11   4.2017189E+00   4.2017189E+00  
117  12   3.2815978E-01   3.2815978E-01  
117  13   3.5766078E-01   3.5766078E-01  
117  14   3.1996102E+00   3.1996102E+00  
117  15   3.9084079E-01   3.9084079E-01  
117  16   4.1567676E-01   4.1567676E-01  
117  17   4.2874330E-01   4.2874330E-01  
117  18   3.6320352E-01   3.6320352E-01  
117  19   9.1008162E+01   9.1008162E+01  
117  20   9.7911426E+00   9.7911426E+00  
117  21   3.6008313E-01   3.6008313E-01  
117  22   3.0521521E-01   3.0521521E-01  
117  23   6.6727740E+01   6.6727740E+01  
117  24   7.0631315E+00   7.0631315E+00  
117  25   3.3235667E-01   3.3235667E-01  
117  26   3.8350640E+00   3.8350640E+00  
117  27   3.0528863E-01   3.0528863E-01  
117  28   3.9360586E+00   3.9360586E+00  
117  29   4.2916001E-01   4.2916001E-01  
117  30   2.9710308E-01   2.9710308E-01  
117  31   3.5997797E-01   3.5997797E-01  
117  32   1.2331024E+01   1.2331024E+01  
117  33   3.2803072E-01   3.2803072E-01  
117  34   4.0037235E-01   4.0037235E-01  
117  35   9.8420256E+00   9.8420256E+00  
117  36   4.0716869E+01   4.0716869E+01  
117  37   3.2597193E-01   3.2597193E-01  
117  38   9.5472600E+00   9.5472600E+00  
117  39   3.6894137E-01   3.6894137E-01  
117  40   8.7590333E-01   8.7590333E-01  
118  1   2.8888299E-01   2.8888299E-01  
118  2   3.1003792E-01   3.1003792E-01  
118  3   7.4568186E+00   7.4568186E+00  
118  4   3.2098545E-01   3.2098545E-01  
118  5   1.5635562E+02   1.5635562E+02  
118  6   2.7220145E-01   2.7220145E-01  
118  7   2.7220145E-01   2.7220145E-01  
118  8   1.5635562E+02   1.5635562E+02  
118  9   3.4460986E+00   3.4460986E+00  
118  10   1.0099441E+01   1.0099441E+01  
118  11   4.3971256E+00   4.3971256E+00  
118  12   4.0261979E-01   4.0261979E-01  
118  13   3.9893515E-01   3.9893515E-01  
118  14   5.9337253E+00   5.9337253E+00  
118  15   4.1112787E-01   4.1112787E-01  
118  16   3.7943880E-01   3.7943880E-01  
118  17   5.1937373E-01   5.1937373E-01  
118  18   3.6021268E-01   3.6021268E-01  
118  19   1.5635562E+02   1.5635562E+02  
118  20   1.5635562E+02   1.5635562E+02  
118  21   3.3218891E-01   3.3218891E-01  
118  22   2.7220145E-01   2.7220145E-01  
118  23   3.2614124E+00   3.2614124E+00  
118  24   1.9016276E+01   1.9016276E+01  
118  25   3.2892041E-01   3.2892041E-01  
118  26   2.7948986E+00   2.7948986E+00  
118  27   3.1683271E-01   3.1683271E-01  
118  28   3.4889273E+00   3.4889273E+00  
118  29   5.8839153E-01   5.8839153E-01  
118  30   3.0422925E-01   3.0422925E-01  
118  31   4.1139007E-01   4.1139007E-01  
118  32   6.1165916E+00   6.1165916E+00  
118  33   3.0212324E-01   3.0212324E-01  
118  34   3.4352531E-01   3.4352531E-01  
118  35   8.2095466E+00   8.2095466E+00  
118  36   7.6169002E+00   7.6169002E+00  
118  37   2.9017075E-01   2.9017075E-01  
118  38   8.6703687E+00   8.6703687E+00  
118  39   4.5650856E-01   4.5650856E-01  
118  40   1.0429947E+00   1.0429947E+00  
119  1   3.1297706E-01   3.1297706E-01  
119  2   3.1770467E-01   3.1770467E-01  
119  3   2.2564065E+01   2.2564065E+01  
119  4   2.8422063E-01   2.8422063E-01  
119  5   3.6856258E+00   3.6856258E+00  
119  6   2.7220145E-01   2.7220145E-01  
119  7   2.8967962E-01   2.8967962E-01  
119  8   3.8401560E+00   3.8401560E+00  
119  9   4.8772028E+00   4.8772028E+00  
119  10   2.7047300E+01   2.7047300E+01  
119  11   6.3281127E+00   6.3281127E+00  
119  12   4.1082894E-01   4.1082894E-01  
119  13   3.5570505E-01   3.5570505E-01  
119  14   8.7920123E+01   8.7920123E+01  
119  15   3.0147233E-01   3.0147233E-01  
119  16   3.1101626E-01   3.1101626E-01  
119  17   3.5873743E-01   3.5873743E-01  
119  18   3.9436074E-01   3.9436074E-01  
119  19   3.8011017E+00   3.8011017E+00  
119  20   8.7208707E+01   8.7208707E+01  
119  21   3.8454111E-01   3.8454111E-01  
119  22   2.7220145E-01   2.7220145E-01  
119  23   1.5604739E+01   1.5604739E+01  
119  24   1.5635562E+02   1.5635562E+02  
119  25   3.2892041E-01   3.2892041E-01  
119  26   4.9096366E+00   4.9096366E+00  
119  27   2.9146281E-01   2.9146281E-01  
119  28   8.2748925E+00   8.2748925E+00  
119  29   4.4341862E-01   4.4341862E-01  
119  30   3.2781876E-01   3.2781876E-01  
119  31   3.8088326E-01   3.8088326E-01  
119  32   3.2281117E+00   3.2281117E+00  
119  33   3.6633909E-01   3.6633909E-01  
119  34   2.8167543E-01   2.8167543E-01  
119  35   1.9530225E+01   1.9530225E+01  
119  36   1.8503844E+01   1.8503844E+01  
119  37   3.0521521E-01   3.0521521E-01  
119  38   4.6959580E+00   4.6959580E+00  
119  39   4.9550911E-01   4.9550911E-01  
119  40   5.6563867E-01   5.6563867E-01  
120  1   3.1392696E-01   3.1392696E-01  
120  2   3.3275285E-01   3.3275285E-01  
120  3   1.0886954E+01   1.0886954E+01  
120  4   2.7220145E-01   2.7220145E-01  
120  5   6.8966295E+00   6.8966295E+00  
120  6   2.7220145E-01   2.7220145E-01  
120  7   3.0053265E-01   3.0053265E-01  
120  8   8.7920123E+01   8.7920123E+01  
120  9   1.0885441E+01   1.0885441E+01  
120  10   3.3171583E+01   3.3171583E+01  
120  11   4.4913158E+00   4.4913158E+00  
120  12   3.7244557E-01   3.7244557E-01  
120  13   3.6161496E-01   3.6161496E-01  
120  14   1.5635562E+02   1.5635562E+02  
120  15   3.5381112E-01   3.5381112E-01  
120  16   3.0422925E-01   3.0422925E-01  
120  17   3.6599045E-01   3.6599045E-01  
120  18   3.8214664E-01   3.8214664E-01  
120  19   3.6331447E+00   3.6331447E+00  
120  20   3.5254681E+00   3.5254681E+00  
120  21   4.2903287E-01   4.2903287E-01  
120  22   2.7220145E-01   2.7220145E-01  
120  23   4.0711426E+01   4.0711426E+01  
120  24   1.5635562E+02   1.5635562E+02  
120  25   3.4314671E-01   3.4314671E-01  
120  26   6.6964505E+00   6.6964505E+00  
120  27   2.9146281E-01   2.9146281E-01  
120  28   3.6252839E+00   3.6252839E+00  
120  29   3.2783778E-01   3.2783778E-01  
120  30   2.8929718E-01   2.8929718E-01  
120  31   3.7961399E-01   3.7961399E-01  
120  32   1.2641904E+01   1.2641904E+01  
120  33   2.9839751E-01   2.9839751E-01  
120  34   3.8357845E-01   3.8357845E-01  
120  35   1.3563483E+01   1.3563483E+01  
120  36   3.3884080E+01   3.3884080E+01  
120  37   2.8967962E-01   2.8967962E-01  
120  38   5.2500629E+00   5.2500629E+00  
120  39   4.4763622E-01   4.4763622E-01  
120  40   3.8597953E-01   3.8597953E-01  
121  1   3.0577457E-01   3.0577457E-01  
121  2   3.3275285E-01   3.3275285E-01  
121  3   1.5635562E+02   1.5635562E+02  
121  4   3.0363178E-01   3.0363178E-01  
121  5   1.8947763E+01   1.8947763E+01  
121  6   2.7220145E-01   2.7220145E-01  
121  7   2.9464369E-01   2.9464369E-01  
121  8   3.2706427E+00   3.2706427E+00  
121  9   5.8028149E+00   5.8028149E+00  
121  10   3.8982134E+00   3.8982134E+00  
121  11   3.8194460E+00   3.8194460E+00  
121  12   3.2030436E-01   3.2030436E-01  
121  13   4.3870914E-01   4.3870914E-01  
121  14   1.5635562E+02   1.5635562E+02  
121  15   3.2584208E-01   3.2584208E-01  
121  16   3.3235667E-01   3.3235667E-01  
121  17   3.5401947E-01   3.5401947E-01  
121  18   3.4471748E-01   3.4471748E-01  
121  19   8.7920123E+01   8.7920123E+01  
121  20   7.5069319E+00   7.5069319E+00  
121  21   4.2903287E-01   4.2903287E-01  
121  22   2.7220145E-01   2.7220145E-01  
121  23   4.0710404E+01   4.0710404E+01  
121  24   3.6637643E+01   3.6637643E+01  
121  25   3.4842171E-01   3.4842171E-01  
121  26   7.5973961E+00   7.5973961E+00  
121  27   2.7386953E-01   2.7386953E-01  
121  28   1.2409546E+01   1.2409546E+01  
121  29   3.1016259E-01   3.1016259E-01  
121  30   2.9497014E-01   2.9497014E-01  
121  31   4.1612088E-01   4.1612088E-01  
121  32   7.8487255E+00   7.8487255E+00  
121  33   2.9958974E-01   2.9958974E-01  
121  34   5.2645502E-01   5.2645502E-01  
121  35   6.0116693E+00   6.0116693E+00  
121  36   1.4237542E+01   1.4237542E+01  
121  37   2.7220145E-01   2.7220145E-01  
121  38   4.8030294E+00   4.8030294E+00  
121  39   3.6727259E-01   3.6727259E-01  
121  40   6.4193485E-01   6.4193485E-01  
122  1   3.0577457E-01   3.0577457E-01  
122  2   3.0991649E-01   3.0991649E-01  
122  3   8.7920123E+01   8.7920123E+01  
122  4   3.2295148E-01   3.2295148E-01  
122  5   2.0653372E+01   2.0653372E+01  
122  6   2.7220145E-01   2.7220145E-01  
122  7   2.9464369E-01   2.9464369E-01  
122  8   7.6136721E+00   7.6136721E+00  
122  9   7.2551170E+00   7.2551170E+00  
122  10   1.5635562E+02   1.5635562E+02  
122  11   1.1728529E+01   1.1728529E+01  
122  12   2.9247814E-01   2.9247814E-01  
122  13   3.3807270E-01   3.3807270E-01  
122  14   9.7872044E+00   9.7872044E+00  
122  15   3.2052340E-01   3.2052340E-01  
122  16   3.4055700E-01   3.4055700E-01  
122  17   2.9771214E-01   2.9771214E-01  
122  18   3.5716052E-01   3.5716052E-01  
122  19   1.5606083E+01   1.5606083E+01  
122  20   1.4009508E+01   1.4009508E+01  
122  21   3.9047402E-01   3.9047402E-01  
122  22   2.7386953E-01   2.7386953E-01  
122  23   4.9578601E+00   4.9578601E+00  
122  24   9.6967834E+00   9.6967834E+00  
122  25   3.7068603E-01   3.7068603E-01  
122  26   4.3975236E+00   4.3975236E+00  
122  27   3.0315837E-01   3.0315837E-01  
122  28   1.5635562E+02   1.5635562E+02  
122  29   3.8037673E-01   3.8037673E-01  
122  30   2.8016604E-01   2.8016604E-01  
122  31   4.1703493E-01   4.1703493E-01  
122  32   3.9190997E+00   3.9190997E+00  
122  33   3.1020682E-01   3.1020682E-01  
122  34   3.2569354E-01   3.2569354E-01  
122  35   4.9932391E+00   4.9932391E+00  
122  36   1.5635562E+02   1.5635562E+02  
122  37   2.7220145E-01   2.7220145E-01  
122  38   8.7918728E+01   8.7918728E+01  
122  39   3.5081176E-01   3.5081176E-01  
122  40   7.4462745E-01   7.4462745E-01  
123  1   2.8497698E-01   2.8497698E-01  
123  2   2.9464369E-01   2.9464369E-01  
123  3   3.5952099E+00   3.5952099E+00  
123  4   3.0363178E-01   3.0363178E-01  
123  5   1.9874059E+01   1.9874059E+01  
123  6   2.7220145E-01   2.7220145E-01  
123  7   2.7220145E-01   2.7220145E-01  
123  8   1.1050405E+02   1.1050405E+02  
123  9   9.1636711E+00   9.1636711E+00  
123  10   1.5635562E+02   1.5635562E+02  
123  11   9.3903486E+00   9.3903486E+00  
123  12   3.1104971E-01   3.1104971E-01  
123  13   3.5586604E-01   3.5586604E-01  
123  14   3.9889707E+00   3.9889707E+00  
123  15   3.5088733E-01   3.5088733E-01  
123  16   2.9490426E-01   2.9490426E-01  
123  17   4.4479944E-01   4.4479944E-01  
123  18   2.9663833E-01   2.9663833E-01  
123  19   3.5794884E+00   3.5794884E+00  
123  20   2.6398711E+01   2.6398711E+01  
123  21   3.1347961E-01   3.1347961E-01  
123  22   2.7386953E-01   2.7386953E-01  
123  23   4.7927620E+00   4.7927620E+00  
123  24   3.3563693E+00   3.3563693E+00  
123  25   3.4314671E-01   3.4314671E-01  
123  26   3.4221316E+00   3.4221316E+00  
123  27   3.0967473E-01   3.0967473E-01  
123  28   1.5635562E+02   1.5635562E+02  
123  29   3.4330389E-01   3.4330389E-01  
123  30   2.9729279E-01   2.9729279E-01  
123  31   4.8896607E-01   4.8896607E-01  
123  32   1.2457357E+01   1.2457357E+01  
123  33   3.1020682E-01   3.1020682E-01  
123  34   4.3532864E-01   4.3532864E-01  
123  35   4.2390383E+00   4.2390383E+00  
123  36   1.5635562E+02   1.5635562E+02  
123  37   2.7220145E-01   2.7220145E-01  
123  38   4.1003026E+01   4.1003026E+01  
123  39   3.6784845E-01   3.6784845E-01  
123  40   6.6454215E-01   6.6454215E-01  
124  1   2.9969626E-01   2.9969626E-01  
124  2   3.1020682E-01   3.1020682E-01  
124  3   7.8927181E+00   7.8927181E+00  
124  4   2.7220145E-01   2.7220145E-01  
124  5   2.1829049E+01   2.1829049E+01  
124  6   2.7220145E-01   2.7220145E-01  
124  7   2.7220145E-01   2.7220145E-01  
124  8   1.5635562E+02   1.5635562E+02  
124  9   3.9968314E+00   3.9968314E+00  
124  10   1.7502294E+01   1.7502294E+01  
124  11   7.6611095E+00   7.6611095E+00  
124  12   3.1020682E-01   3.1020682E-01  
124  13   3.4399812E-01   3.4399812E-01  
124  14   6.0775575E+00   6.0775575E+00  
124  15   3.9749653E-01   3.9749653E-01  
124  16   2.9530451E-01   2.9530451E-01  
124  17   3.9571808E-01   3.9571808E-01  
124  18   3.6359156E-01   3.6359156E-01  
124  19   4.3394264E+00   4.3394264E+00  
124  20   2.1552010E+01   2.1552010E+01  
124  21   3.4261469E-01   3.4261469E-01  
124  22   2.7386953E-01   2.7386953E-01  
124  23   3.5174350E+00   3.5174350E+00  
124  24   4.0407076E+01   4.0407076E+01  
124  25   3.6874300E-01   3.6874300E-01  
124  26   3.3916186E+00   3.3916186E+00  
124  27   3.1003792E-01   3.1003792E-01  
124  28   3.7960377E+00   3.7960377E+00  
124  29   3.8909381E-01   3.8909381E-01  
124  30   2.7220145E-01   2.7220145E-01  
124  31   4.5940600E-01   4.5940600E-01  
